,-4,-3,-2,-1,0,1,2,3,4,5,6,7
TF,0,0,0,1,0,0,2,3,2,0,0,0
DF,0,0,0,1,0,0,2,3,2,0,0,0
kword,behavioural_fatigue,behavioural_fatigue,behavioural_fatigue,behavioural_fatigue,behavioural_fatigue,behavioural_fatigue,behavioural_fatigue,behavioural_fatigue,behavioural_fatigue,behavioural_fatigue,behavioural_fatigue,behavioural_fatigue
fortnight_starting,2020-01-27,2020-02-10,2020-02-24,2020-03-09,2020-03-23,2020-04-06,2020-04-20,2020-05-04,2020-05-18,2020-06-01,2020-06-15,2020-06-29
fortnight_to_lockdown,-4,-3,-2,-1,0,1,2,3,4,5,6,7
salience,0.0,0.0,0.0,0.042070968675639565,0.037415837749961184,0.16484023684245228,0.02512062610648508,0.0,0.0,0.0,0.3872966692486445,0.0
salience_diff,,0.0,0.0,0.042070968675639565,-0.0046551309256783815,0.1274243990924911,-0.1397196107359672,-0.02512062610648508,0.0,0.0,0.3872966692486445,-0.3872966692486445
normTF,0.0,0.0,0.0,1.5145548723230242,1.1598909702487965,3.4616449736914983,1.7835644535604405,0.0,0.0,0.0,3.872966692486445,0.0
relDF,0.0,0.0,0.0,0.027777777777777776,0.03225806451612903,0.047619047619047616,0.014084507042253518,0.0,0.0,0.0,0.1,0.0
TF,0,0,0,5,2,5,4,0,0,0,4,0
DF,0,0,0,3,2,3,1,0,0,0,4,0
kword,chater,chater,chater,chater,chater,chater,chater,chater,chater,chater,chater,chater
fortnight_starting,2020-01-27,2020-02-10,2020-02-24,2020-03-09,2020-03-23,2020-04-06,2020-04-20,2020-05-04,2020-05-18,2020-06-01,2020-06-15,2020-06-29
fortnight_to_lockdown,-4,-3,-2,-1,0,1,2,3,4,5,6,7
salience,0.0,0.0,0.0,0.0028047312450426368,0.0,0.0,0.0062801565266212694,0.0,0.0,0.0,0.0,0.0
salience_diff,,0.0,0.0,0.0028047312450426368,-0.0028047312450426368,0.0,0.0062801565266212694,-0.0062801565266212694,0.0,0.0,0.0,0.0
normTF,0.0,0.0,0.0,0.3029109744646049,0.0,0.0,0.4458911133901101,0.0,0.0,0.0,0.0,0.0
relDF,0.0,0.0,0.0,0.009259259259259259,0.0,0.0,0.014084507042253518,0.0,0.0,0.0,0.0,0.0
TF,0,0,0,1,0,0,1,0,0,0,0,0
DF,0,0,0,1,0,0,1,0,0,0,0,0
kword,halpern,halpern,halpern,halpern,halpern,halpern,halpern,halpern,halpern,halpern,halpern,halpern
fortnight_starting,2020-01-27,2020-02-10,2020-02-24,2020-03-09,2020-03-23,2020-04-06,2020-04-20,2020-05-04,2020-05-18,2020-06-01,2020-06-15,2020-06-29
fortnight_to_lockdown,-4,-3,-2,-1,0,1,2,3,4,5,6,7
salience,0.0,0.0,0.0,2.4232877957168384,1.4966335099984471,0.032968047368490454,0.12560313053242542,0.16153336702457846,0.040656043995260405,0.0,0.19364833462432224,0.0
salience_diff,,0.0,0.0,2.4232877957168384,-0.9266542857183913,-1.4636654626299568,0.09263508316393496,0.035930236492153045,-0.12087732302931806,-0.040656043995260405,0.19364833462432224,-0.19364833462432224
normTF,0.0,0.0,0.0,10.904795080725775,9.279127761990372,2.076986984214899,4.4589111339011005,2.7460672394178336,1.1248172172022046,0.0,7.74593338497289,0.0
relDF,0.0,0.0,0.0,0.2222222222222222,0.16129032258064516,0.015873015873015872,0.028169014084507043,0.05882352941176471,0.03614457831325301,0.0,0.025,0.0
TF,0,0,0,36,16,3,10,7,3,0,8,0
DF,0,0,0,24,10,1,2,6,3,0,1,0
kword,herd_immunity,herd_immunity,herd_immunity,herd_immunity,herd_immunity,herd_immunity,herd_immunity,herd_immunity,herd_immunity,herd_immunity,herd_immunity,herd_immunity
fortnight_starting,2020-01-27,2020-02-10,2020-02-24,2020-03-09,2020-03-23,2020-04-06,2020-04-20,2020-05-04,2020-05-18,2020-06-01,2020-06-15,2020-06-29
fortnight_to_lockdown,-4,-3,-2,-1,0,1,2,3,4,5,6,7
salience,0.0,0.0,0.0,22.263956623148452,7.782494251991928,6.615588171943753,2.2043349408440656,0.6769017284839479,0.9350890118909895,0.24269782906791898,0.16944229279628195,0.5794302269435057
salience_diff,,0.0,0.0,22.263956623148452,-14.481462371156525,-1.1669060800481743,-4.411253231099687,-1.5274332123601178,0.25818728340704156,-0.6923911828230704,-0.07325553627163703,0.4099879341472237
normTF,0.0,0.0,0.0,44.527913246296905,30.157165226468713,29.770146773746884,17.389753422214294,8.630497038170335,8.623598665216903,3.155071777882947,6.777691711851277,5.7943022694350566
relDF,0.0,0.0,0.0,0.5,0.25806451612903225,0.2222222222222222,0.1267605633802817,0.0784313725490196,0.10843373493975904,0.07692307692307693,0.025,0.1
TF,0,0,0,147,52,43,39,22,23,4,7,6
DF,0,0,0,54,16,14,9,8,9,3,1,3
kword,michie,michie,michie,michie,michie,michie,michie,michie,michie,michie,michie,michie
fortnight_starting,2020-01-27,2020-02-10,2020-02-24,2020-03-09,2020-03-23,2020-04-06,2020-04-20,2020-05-04,2020-05-18,2020-06-01,2020-06-15,2020-06-29
fortnight_to_lockdown,-4,-3,-2,-1,0,1,2,3,4,5,6,7
salience,0.0,0.0,0.0,1.4808980973825123,1.7959602119981366,0.8791479298264122,3.3096424895294088,2.261467138344098,1.219681319857812,5.116879229515293,2.8805189775367928,3.3478190890069217
salience_diff,,0.0,0.0,1.4808980973825123,0.3150621146156243,-0.9168122821717244,2.4304945597029963,-1.0481753511853107,-1.041785818486286,3.897197909657481,-2.2363602519785,0.46730011147012895
normTF,0.0,0.0,0.0,13.328082876442613,9.279127761990372,11.077263915812795,13.822624515093414,10.984268957671334,6.748903303213227,18.141662722826947,16.46010844306739,12.554321583775954
relDF,0.0,0.0,0.0,0.1111111111111111,0.1935483870967742,0.07936507936507936,0.23943661971830985,0.2058823529411765,0.18072289156626506,0.28205128205128205,0.175,0.26666666666666666
TF,0,0,0,44,16,16,31,28,18,23,17,13
DF,0,0,0,12,12,5,17,21,15,11,7,8
kword,nudge,nudge,nudge,nudge,nudge,nudge,nudge,nudge,nudge,nudge,nudge,nudge
fortnight_starting,2020-01-27,2020-02-10,2020-02-24,2020-03-09,2020-03-23,2020-04-06,2020-04-20,2020-05-04,2020-05-18,2020-06-01,2020-06-15,2020-06-29
fortnight_to_lockdown,-4,-3,-2,-1,0,1,2,3,4,5,6,7
salience,15.112262521588947,9.826936725446306,0.5882968153532396,0.9816559357649233,1.6837126987482531,1.0549775157916945,0.9043425398334627,0.015384130192816998,0.1084161173206944,0.12134891453395948,0.2178543764523625,0.03219056816352808
salience_diff,,-5.285325796142642,-9.238639910093067,0.39335912041168364,0.7020567629833299,-0.6287351829565586,-0.15063497595823183,-0.8889584096406457,0.0930319871278774,0.012932797213265082,0.09650546191840302,-0.18566380828883441
normTF,30.22452504317789,31.9375443577005,5.098572399728076,7.572774361615122,8.699182276865974,11.077263915812795,8.026040041021982,0.7845906398336667,2.999512579205879,4.73260766682442,2.9047250193648333,0.9657170449058428
relDF,0.5,0.3076923076923077,0.1153846153846154,0.12962962962962962,0.1935483870967742,0.09523809523809523,0.11267605633802814,0.0196078431372549,0.03614457831325301,0.02564102564102564,0.075,0.03333333333333333
TF,7,9,3,25,15,16,18,2,8,6,3,1
DF,5,4,3,14,12,6,8,2,3,1,3,1
kword,psychologist,psychologist,psychologist,psychologist,psychologist,psychologist,psychologist,psychologist,psychologist,psychologist,psychologist,psychologist
fortnight_starting,2020-01-27,2020-02-10,2020-02-24,2020-03-09,2020-03-23,2020-04-06,2020-04-20,2020-05-04,2020-05-18,2020-06-01,2020-06-15,2020-06-29
fortnight_to_lockdown,-4,-3,-2,-1,0,1,2,3,4,5,6,7
salience,0.0,1.091881858382923,0.7843957538043195,0.11218924980170547,0.2806187831247089,0.6154035508784885,0.5652140873959143,0.24614608308507188,0.25297094041495366,0.323597105423892,1.1860960495739734,1.3520038628681796
salience_diff,,1.091881858382923,-0.3074861045786036,-0.672206504002614,0.16842953332300342,0.33478476775377963,-0.05018946348257425,-0.31906800431084237,0.006824857329881778,0.07062616500893831,0.8624989441500814,0.16590781329420623
normTF,0.0,7.097232079488999,6.798096532970768,2.423287795716839,3.4796729107463897,5.538631957906397,4.4589111339011005,3.138362559334667,2.999512579205879,3.155071777882947,6.777691711851277,6.760019314340898
relDF,0.0,0.15384615384615385,0.1153846153846154,0.04629629629629629,0.08064516129032258,0.1111111111111111,0.1267605633802817,0.0784313725490196,0.08433734939759037,0.10256410256410256,0.175,0.2
TF,0,2,4,8,6,8,10,8,8,4,7,7
DF,0,2,3,5,5,7,9,8,7,4,7,6
kword,psychology,psychology,psychology,psychology,psychology,psychology,psychology,psychology,psychology,psychology,psychology,psychology
fortnight_starting,2020-01-27,2020-02-10,2020-02-24,2020-03-09,2020-03-23,2020-04-06,2020-04-20,2020-05-04,2020-05-18,2020-06-01,2020-06-15,2020-06-29
fortnight_to_lockdown,-4,-3,-2,-1,0,1,2,3,4,5,6,7
salience,0.4317789291882556,0.0,0.2614652512681065,2.019406496430699,0.823148430499146,1.5385088771962212,2.6251054281276907,1.8460956231380397,2.358050551725104,1.4157373362295276,3.2920216886134783,0.6438113632705617
salience_diff,,-0.4317789291882556,0.2614652512681065,1.7579412451625922,-1.196258065931553,0.7153604466970752,1.0865965509314695,-0.779009804989651,0.5119549285870642,-0.9423132154955762,1.8762843523839507,-2.648210325342917
normTF,4.317789291882556,0.0,3.399048266485384,9.087329233938144,6.379400336368381,9.692605926336196,9.809604494582421,9.415087678004001,10.873233099621313,7.887679444707367,16.46010844306739,4.8285852245292125
relDF,0.1,0.0,0.07692307692307693,0.2222222222222222,0.12903225806451613,0.15873015873015872,0.2676056338028169,0.19607843137254904,0.21686746987951808,0.1794871794871795,0.2,0.13333333333333333
TF,1,0,2,30,11,14,22,24,29,10,17,5
DF,1,0,2,24,8,10,19,20,18,7,8,4
kword,spi-b,spi-b,spi-b,spi-b,spi-b,spi-b,spi-b,spi-b,spi-b,spi-b,spi-b,spi-b
fortnight_starting,2020-01-27,2020-02-10,2020-02-24,2020-03-09,2020-03-23,2020-04-06,2020-04-20,2020-05-04,2020-05-18,2020-06-01,2020-06-15,2020-06-29
fortnight_to_lockdown,-4,-3,-2,-1,0,1,2,3,4,5,6,7
salience,0.0,0.0,0.0,0.022437849960341098,0.037415837749961184,0.09890414210547137,0.9043425398334627,6.730556959357434,4.2734019577240385,2.1842804616112708,1.0166537567776917,0.8691453404152586
salience_diff,,0.0,0.0,0.022437849960341098,0.014977987789620086,0.061488304355510184,0.8054383977279913,5.826214419523971,-2.457155001633396,-2.0891214961127678,-1.167626704833579,-0.14750841636243306
normTF,0.0,0.0,0.0,1.2116438978584194,1.1598909702487965,2.076986984214899,7.134257814241763,27.46067239417834,16.1223801132316,9.46521533364884,6.777691711851277,8.691453404152584
relDF,0.0,0.0,0.0,0.018518518518518517,0.03225806451612903,0.047619047619047616,0.1267605633802817,0.24509803921568624,0.26506024096385544,0.2307692307692308,0.15,0.1
TF,0,0,0,4,2,3,16,70,43,12,7,9
DF,0,0,0,2,2,3,9,25,22,9,6,3
