,article_id,title,pub_date_dt,kword,american_behav_scientists,behav_analysis,behav_change,behav_econ,behav_insight,behav_insights_team,behav_science,behav_scientist,behavioural_economist,behavioural_fatigue,chater,halpern,herd_immunity,michie,nudge,psychologist,psychology,spi-b
632,b2_51,"Cummings' trip could harm test-and-trace strategy, experts say;People told to self-isolate will be less willing to comply with advice, scientists say Coronavirus - latest updatesSee all our coronavirus coverage",2020-05-25,"['spi-b', 'behav_science', 'psychology']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
633,b2_53,NHS hospital is denying staff from taking annual leave in October amid fears of a second Covid-19 wave as leading medics warn Britain faces a 'real risk' of being struck again,2020-06-24,"['behav_scientist', 'behav_science', 'behav_science']",0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
634,b2_54,We can't behave like we did before': Downing Street experts warn Britons 'it is absolutely critical to stick to the new guidance' and insist there is NO evidence Covid-19 will burn itself out as doctors say we CAN expect a second wave,2020-06-23,"['behav_scientist', 'behav_science', 'behav_science']",0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
635,b2_55,New coronavirus outbreaks 'inevitable without robust UK strategy';Scientists warn of rolling lockdowns if government fails to reconsider its approachCoronavirus - latest updatesSee all our coronavirus coverage,2020-05-12,"['behav_science', 'michie', 'behav_change']",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
636,b2_56,THREE OF PM'S TOP SCIENTISTS SAY: HE'S TRASHED OUR WORK,2020-05-25,"['psychology', 'behav_science', 'michie', 'psychology', 'michie', 'psychology']",0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,0
637,b2_58,"Death rates down, but Britain is still worse than EU",2020-06-05,"['spi-b', 'behav_science', 'psychology']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
638,b2_6,Isolation fatigue 'was wrong',2020-06-24,"['behav_science', 'behav_science', 'nudge', 'behav_science', 'behav_science', 'psychologist', 'behavioural_fatigue', 'behav_science', 'behav_science']",0,0,0,0,0,0,6,0,0,1,0,0,0,0,1,1,0,0
639,b2_60,"Second wave of Covid-19 is a 'real risk' in the UK, leading medics warn as they call on government to launch a review to ensure Britain gets 'ahead of the curve'",2020-06-23,"['behav_scientist', 'behav_science', 'behav_science']",0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
640,b2_61,Four of Boris Johnson's top scientists accuse him of trashing their efforts to get public to obey lockdown after he gives under-fire Dominic Cummings his backing over trips to Durham,2020-05-24,"['psychology', 'behav_science', 'michie', 'psychology', 'michie']",0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0
641,b2_62,Look into the darkness and you'll see that... nothing is happening,2020-06-04,"['michie', 'behav_scientist', 'herd_immunity']",0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
642,b2_63,Boris Johnson faces renewed Tory pressure to sack Dominic Cummings;PM's chief aide to give statement and take questions after outpouring of anger Coronavirus - latest updatesSee all our coronavirus coverage,2020-05-25,"['spi-b', 'behav_science']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
643,b2_64,Scientists take aim at Johnson,2020-05-25,"['behav_science', 'psychology', 'michie']",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
644,b2_65,Virus experts: Johnson has 'trashed' all our hard work,2020-05-26,"['behav_science', 'psychology', 'michie', 'psychology']",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0
645,b2_67,"FaceTime helps families feel physically closer ""when they mirror each other's body language during video calls"";Behavioural scientists found giving a virtual high five to a relative can make them feel emotionally closer together, even if they are thousands of miles apart",2020-06-24,"['behav_science', 'behav_science']",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
646,b2_68,"Top experts not asked to approve 'stay alert' coronavirus message;Chris Whitty and Patrick Vallance had no role in signing off advice, Guardian has learnedCoronavirus - latest updatesSee all our coronavirus coverage",2020-05-11,"['spi-b', 'psychologist', 'michie', 'spi-b', 'behav_change']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2
647,b2_69,"UK is 'on track to suffer 30,000 MORE Covid deaths' because fatality rates have plateaued and lockdown has been lifted too early, alternative SAGE group warns",2020-06-27,"['michie', 'behav_change', 'psychology']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
648,b2_7,Sci-fi greeting replaces handshake in personal protective behaviour,2020-05-30,"['spi-b', 'behav_science', 'michie', 'spi-b', 'behav_science']",0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2
649,b2_71,Coronavirus R rate may be ABOVE one in South West as SAGE reveals the Midlands is the only region where it is definitely below - but insists the outbreak is shrinking by up to 5% each day as Britain records just 48 more Covid-19 deaths,2020-07-10,['behav_science'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
650,b2_73,"With Trump in charge, America's devastating second wave was inevitable;Even during a pandemic, the president's interests must come first. But with over40,000 new coronaviruscases a day -predicted to riseto 100,000 cases a day - voters aren't buying what he's selling anymore. Holly Baxter reports",2020-07-06,"['psychology', 'herd_immunity']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
651,b2_74,Next step: two households of any size can reunite,2020-06-13,"['behav_science', 'behav_science', 'behav_science']",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
652,b2_75,Chancellor's stock peaks with 'nudge' summer statement;Sunak wins plaudits for taking drastic measures to revive UK's pandemic-stricken economySunak unveils stamp duty holiday and hospitality VAT cutStamp duty: what is it and what has the chancellor changed?,2020-07-08,['nudge'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
653,b2_76,"Britain Connects: 'People are prepared to talk about loneliness, and not in ways we expect';Thousands of people signed up to meet a stranger online through the Mirror's Britain Connects. Here's what writer Ros Wynne-Jones learned -and what surprised her",2020-05-28,['behav_insights_team'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
654,b2_77,"Untested messages can harm our health;Poor communications can be a greater risk to the public than what they're trying to protect against, writes Prof Peter Ayton",2020-05-26,"['nudge', 'nudge', 'nudge', 'psychology']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
655,b2_78,Tied up in knots;Boris Johnson is being compared to Theresa May by MPs fed up with his indecision over the two-metre rule and renewed reliance on Dominic Cummings,2020-06-14,"['behav_science', 'behav_science']",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
656,b2_79,Coronavirus in England: half of those with symptoms not isolating;Scientists say failure to follow advice raises questions over test-and-trace policyCoronavirus - latest updatesSee all our coronavirus coverage,2020-05-29,"['behav_science', 'behav_science']",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
657,b2_8,Boris Johnson urges Britons to 'go back into work if they can' saying the country must try to 'live more normally' in dramatic shift from government's 'work from home' edict,2020-07-10,"['behav_science', 'spi-b', 'spi-b', 'spi-b', 'behav_science', 'spi-b']",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4
658,b2_80,Sage minutes reveal how UK advisers reacted to coronavirus crisis;Government releases papers showing how advice changed in run-up to lockdownCoronavirus - latest updatesSee all our coronavirus coverage,2020-05-29,"['behav_science', 'behav_science']",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
659,b2_81,Dominic Cummings plans special bootcamp to teach government advisors 'how to predict the future' by reading book on how only the paranoid survive,2020-07-01,['american_behav_scientists'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,b2_82,Is the future really much brighter?;MIND HEALING,2020-06-29,"['psychologist', 'american_behav_scientists', 'psychologist']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
661,b2_83,Pig-out plan is more of a tasty morsel;business commentary Alistair Osborne,2020-07-09,['behav_econ'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,b2_84,Keeping up with the data;Use of AI in healthcare is falling short of its potential as the continent faces obstacles of infrastructure and ethics. By David Pilling,2020-05-15,['behav_science'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
663,b2_86,Cummings' actions have taken the 'we' out of keeping to lockdown rules;A sense of shared responsibility has been crucial during the coronavirus crisis. Let's hope it hasn't been shattered Stephen Reicher is a member of the Sage subcommittee advising on behavioural scienceCoronavirus - latest updatesSee all our coronavirus coverage,2020-05-26,"['behav_science', 'behav_science', 'psychology']",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
664,b2_87,"Hello exhaust fumes, how I've missed you - I'm happy to be commuting into work again",2020-06-26,['american_behav_scientists'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,b2_88,Royal Society scientists urge wearing of masks in public;Prevention,2020-07-08,['behav_science'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
666,b2_89,"UK's two-metre rule is based on little evidence, leading scientists say amid mounting calls on government to drop the measure",2020-06-16,['behav_science'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
667,b2_90,"Fresh advice on two-metre rule for workers;Being exposed to someone 'for a few seconds' at a one metre distance could equate to an hour of being two metres away, expert says",2020-05-16,"['behav_science', 'behav_science']",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
668,b2_91,These people have no idea what they're doing: Ex-Supreme Court judge LORD JONATHAN SUMPTION gives a devastating verdict on our political leaders' handling of the crisis,2020-06-21,['behav_science'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
669,b2_92,"Former WHO director Anthony Costello: 'Opening pubs before schools says something about our priorities';The paediatrician and member of Independent Sage on Matt Hancock, the likelihood of a vaccine and why 50,000 deaths were preventable",2020-07-05,"['behav_science', 'herd_immunity', 'herd_immunity', 'herd_immunity', 'herd_immunity']",0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0
670,b2_93,"If ministers want people to obey the rules, here is what they need to do",2020-05-12,['behavioural_economist'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
671,b2_94,"Not wearing masks as taboo as drink-driving, say top scientists",2020-07-08,['behav_science'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
672,b2_95,Britain's coronavirus death toll rises by just 36 - the lowest since before lockdown and half last Sunday's total,2020-06-14,['behav_science'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
673,b2_96,"The Coalition says Australia needs more science and maths graduates. But does the funding add up?;The government says it wants fewer students doing humanities and law, however the effect of its package could be quite different",2020-06-23,"['psychology', 'behav_science']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
674,b2_97,THE LESSONS OF LOCKDOWN;COVID-19 HAS HAD A SEISMIC EFFECT ON MANY PEOPLE'S BANK BALANCES. ROSIE MURRAY-WEST FINDS OUT WHAT THIS MEANS GOING FORWARD,2020-07-06,['behav_scientist'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
675,b2_98,"Almost a QUARTER of Britons drank alcohol at least four times a week during lockdown - up from 14% before Covid-19, study finds",2020-06-29,"['psychologist', 'behav_scientist']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
676,b2_99,"The global coronavirus warning from WHO doesn't mean we should keep lockdown 'just in case';The unknown risks of a second wave have to be weighed against the known and huge costs of defending against it, writes John Rentoul",2020-07-10,['behav_science'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
